Abbreviated Journal Title;ISSN;{2011} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2011} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
B MENNINGER CLIN;0025-9284;345;0.719;0.675;0.000;19;>10.0;0.00029;0.196;
BALT J ECON;1406-099X;8;0.188;;0.000;13;;0.00003;;
BALT J MANAG;1746-5265;72;0.500;;0.000;19;;0.00017;;
BARIAT NURS SURG PAT;1557-1459;59;0.300;0.461;0.179;28;;0.00014;0.068;
BASIC APPL SOC PSYCH;0197-3533;960;0.384;1.130;0.029;34;>10.0;0.00211;0.649;
BE J ECON ANAL POLI;1935-1682;262;0.550;;0.047;86;3.4;0.00449;;
BE J MACROECON;1935-1690;143;0.321;;0.024;41;4.2;0.00269;;
BE J THEOR ECON;1935-1704;78;0.490;;0.000;22;;0.00202;;
BEHAV ANALYST;0738-6729;224;1.077;0.805;0.526;19;9.7;0.00027;0.191;
BEHAV BRAIN SCI;0140-525X;6081;25.056;22.558;3.714;7;>10.0;0.01026;10.760;
BEHAV CHANGE;0813-4839;255;0.513;0.677;0.000;16;8.6;0.00037;0.206;
BEHAV COGN PSYCHOTH;1352-4658;928;1.692;1.510;0.170;47;6.9;0.00227;0.482;
BEHAV DISORDERS;0198-7429;399;0.610;0.916;0.188;16;>10.0;0.00037;0.212;
BEHAV GENET;0001-8244;3159;2.520;2.994;0.709;86;9.6;0.00689;1.171;
BEHAV INFORM TECHNOL;0144-929X;753;1.011;1.219;0.206;63;7.8;0.00143;0.362;
BEHAV INTERVENT;1072-0847;286;0.800;1.083;0.087;23;7.3;0.00064;0.321;
BEHAV MED;0896-4289;524;1.143;1.400;0.053;19;>10.0;0.00068;0.497;
BEHAV MODIF;0145-4455;1245;1.704;2.200;0.357;28;8.0;0.00268;0.679;
BEHAV PROCESS;0376-6357;2479;1.652;1.604;0.268;127;6.7;0.00687;0.566;
BEHAV PSYCHOL;1132-9483;151;0.683;;0.273;33;4.6;0.00017;;
BEHAV RES METHODS;1554-351X;5001;2.116;3.902;0.229;105;6.8;0.01838;1.716;
BEHAV RES THER;0005-7967;11004;3.295;4.133;0.433;120;9.4;0.02118;1.370;
BEHAV SCI LAW;0735-3936;1134;0.962;1.346;0.451;51;8.0;0.00223;0.478;
BEHAV THER;0005-7894;2734;2.432;3.755;0.548;62;>10.0;0.00495;1.378;
BER WISSGESCH;0170-6233;33;0.289;;0.000;16;;0.00016;;
BERL J SOZIOL;0863-1808;74;0.149;0.248;0.130;23;;0.00016;0.072;
BETRIEB FORSCH PRAX;0340-5370;137;0.357;0.312;0.029;35;7.3;0.00017;0.053;
BIJDR TAAL-LAND-V;0006-2294;108;0.242;0.198;0.048;21;>10.0;0.00009;0.059;
BILIG;1301-0549;39;0.096;;0.000;49;;0.00003;;
BILING-LANG COGN;1366-7289;688;1.714;2.023;0.108;37;8.1;0.00197;0.834;
BIODEMOGR SOC BIOL;1948-5565;17;0.520;;0.091;11;;0.00022;;
BIOETHICS;0269-9702;721;1.598;1.361;0.534;58;6.0;0.00209;0.473;
BIOL PHILOS;0169-3867;581;1.203;1.360;0.200;50;6.8;0.00184;0.562;
BIOL PSYCHOL;0301-0511;4723;3.225;4.085;0.569;137;5.7;0.01513;1.405;
BIOSECUR BIOTERROR;1538-7135;284;1.939;1.504;0.522;23;4.3;0.00117;0.526;
BIOSEMIOTICS-NETH;1875-1342;38;0.444;0.439;0.100;20;;0.00006;0.040;
BIOSOCIETIES;1745-8552;244;1.256;;0.381;21;4.4;0.00180;;
BIRTH-ISS PERINAT C;0730-7659;1396;2.182;2.946;0.543;35;7.5;0.00292;0.864;
BLACK SCHOLAR;0006-4246;24;0.077;0.102;0.000;15;;0.00007;0.040;
BMC INT HEALTH HUM R;1472-698X;236;1.444;;0.893;28;2.7;0.00149;;
BMC MED EDUC;1472-6920;668;1.152;;0.019;105;4.5;0.00313;;
BMC MED ETHICS;1472-6939;200;1.737;;0.333;24;3.6;0.00089;;
BMJ QUAL SAF;2044-5415;119;;;0.667;165;0.5;0.00001;;
BODY IMAGE;1740-1445;937;1.900;;0.121;66;4.9;0.00292;;
BODY SOC;1357-034X;479;1.440;1.348;0.111;18;7.9;0.00133;0.631;
BOLEMA-MATH EDUC BUL;0103-636X;9;0.000;;0.000;37;;0.00000;;
BOSTON U LAW REV;0006-8047;794;0.942;1.258;1.052;58;7.0;0.00268;0.619;
BOUNDARY TWO;0190-3659;156;0.143;0.243;0.000;21;>10.0;0.00030;0.118;
BRAIN COGNITION;0278-2626;5100;3.174;3.495;0.347;147;7.4;0.01268;1.222;
BRAIN INJURY;0269-9052;3406;1.360;1.906;0.245;139;7.4;0.00600;0.488;
BRAIN LANG;0093-934X;4852;3.115;3.342;0.357;70;9.4;0.00838;1.212;
BRIT EDUC RES J;0141-1926;902;1.495;1.559;0.143;49;7.5;0.00319;0.792;
BRIT J CLIN PSYCHOL;0144-6657;2462;1.900;2.690;0.344;32;>10.0;0.00311;0.908;
BRIT J CRIMINOL;0007-0955;1329;2.130;1.870;0.132;53;8.9;0.00363;0.828;
BRIT J DEV DISABIL;0969-7950;86;0.375;0.321;0.154;13;;0.00007;0.070;
BRIT J DEV PSYCHOL;0261-510X;1538;1.571;1.776;0.661;59;9.4;0.00303;0.713;
BRIT J EDUC PSYCHOL;0007-0998;1842;1.423;2.603;0.316;38;9.6;0.00377;0.985;
BRIT J EDUC STUD;0007-1005;305;0.568;1.168;0.000;22;7.7;0.00120;0.612;
BRIT J EDUC TECHNOL;0007-1013;1082;2.098;1.906;0.163;98;4.6;0.00339;0.528;
BRIT J GUID COUNS;0306-9885;315;0.750;0.752;0.179;28;7.5;0.00060;0.224;
BRIT J HEALTH PSYCH;1359-107X;1387;2.697;2.831;0.127;55;6.0;0.00403;0.905;
BRIT J HIST SCI;0007-0874;264;0.395;0.520;0.000;18;>10.0;0.00056;0.306;
BRIT J IND RELAT;0007-1080;787;0.754;1.566;0.104;48;8.3;0.00224;0.802;
BRIT J LEARN DISABIL;1354-4187;245;0.265;;0.025;40;6.4;0.00055;;
BRIT J MANAGE;1045-3172;1461;1.516;2.475;0.476;42;7.8;0.00336;0.836;
BRIT J MATH STAT PSY;0007-1102;825;1.314;1.489;0.250;28;>10.0;0.00287;1.125;
BRIT J MIDDLE E STUD;1353-0194;61;0.275;;0.000;20;;0.00022;;
BRIT J MUSIC EDUC;0265-0517;165;0.286;;0.111;18;9.4;0.00013;;
BRIT J PHILOS SCI;0007-0882;803;1.097;1.364;0.161;31;>10.0;0.00180;0.638;
BRIT J POLIT INT REL;1369-1481;376;0.767;;0.229;35;6.2;0.00212;;
BRIT J POLIT SCI;0007-1234;1555;1.536;2.031;0.268;41;>10.0;0.00588;1.643;
BRIT J PSYCHIAT;0007-1250;20364;6.619;6.606;1.383;128;>10.0;0.03432;2.331;
BRIT J PSYCHOL;0007-1269;2865;2.368;2.821;1.091;55;>10.0;0.00409;1.246;
BRIT J RELIG EDUC;0141-6200;110;0.475;;0.136;22;7.0;0.00024;;
BRIT J SOC PSYCHOL;0144-6665;2077;1.765;2.430;0.429;49;>10.0;0.00416;1.096;
BRIT J SOC WORK;0045-3102;1209;1.190;1.397;0.063;79;5.8;0.00293;0.357;
BRIT J SOCIOL;0007-1315;1452;1.621;2.152;0.432;37;>10.0;0.00340;1.229;
BRIT J SOCIOL EDUC;0142-5692;723;0.966;1.174;0.222;45;7.6;0.00239;0.568;
BRIT POLIT;1746-918X;97;0.605;;0.045;22;;0.00103;;
BROOKINGS PAP ECO AC;0007-2303;1610;3.409;3.421;0.333;6;>10.0;0.00455;4.353;
BUFFALO LAW REV;0023-9356;205;0.612;0.500;0.000;20;8.9;0.00047;0.176;
BUS ETHICS;0962-8770;380;0.909;;0.069;29;6.6;0.00086;;
BUS ETHICS Q;1052-150X;881;2.205;2.000;0.609;23;9.1;0.00126;0.543;
BUS HIST;0007-6791;286;0.345;0.557;0.122;49;9.6;0.00092;0.273;
BUS HIST REV;0007-6805;289;0.444;0.587;0.150;20;>10.0;0.00077;0.457;
BUS HORIZONS;0007-6813;943;0.900;;0.085;47;>10.0;0.00135;;
BUS LAWYER;0007-6899;511;1.011;0.841;2.062;32;6.6;0.00052;0.138;
BUS SOC;0007-6503;765;1.022;;0.292;24;>10.0;0.00087;;
BUS STRATEG ENVIRON;0964-4733;961;1.960;;0.371;35;6.8;0.00177;;
CAD SAUDE PUBLICA;0102-311X;3863;0.889;;0.129;264;6.2;0.00858;;
CADMO;1122-5165;10;0.192;;0.077;13;;0.00001;;
CALIDOSCOPIO;1679-8740;8;0.064;0.066;0.000;24;;0.00001;0.004;
CALIF LAW REV;0008-1221;1711;1.860;2.026;0.765;34;>10.0;0.00389;0.934;
CALIF MANAGE REV;0008-1256;2678;1.667;2.417;0.227;22;>10.0;0.00279;1.058;
CAMB J ECON;0309-166X;1235;1.447;1.427;0.161;56;9.6;0.00337;0.671;
CAMB J REG ECON SOC;1752-1378;158;1.653;1.822;0.828;29;2.4;0.00097;0.727;
CAMB Q HEALTHC ETHIC;0963-1801;310;0.494;0.670;0.793;29;6.4;0.00090;0.261;
CAMB REV INT AFF;0955-7571;45;0.345;;0.000;32;;0.00038;;
CAN GEOGR-GEOGR CAN;0008-3658;520;0.561;0.778;0.724;29;>10.0;0.00063;0.254;
CAN J ADM SCI;0825-0383;297;0.562;0.845;0.147;34;9.5;0.00046;0.227;
CAN J AGING;0714-9808;483;0.918;1.035;0.065;46;7.2;0.00091;0.291;
CAN J AGR ECON;0008-3976;391;1.017;1.099;0.167;30;6.3;0.00123;0.416;
CAN J BEHAV SCI;0008-400X;650;0.458;0.707;0.030;33;>10.0;0.00090;0.351;
CAN J CRIMINOL CRIM;1707-7753;283;0.791;0.659;0.200;25;9.8;0.00055;0.243;
CAN J DEV STUD;0225-5189;81;0.165;0.169;0.429;21;;0.00014;0.057;
CAN J ECON;0008-4085;1309;0.610;0.986;0.311;61;>10.0;0.00480;0.896;
CAN J EXP PSYCHOL;1196-1961;785;1.016;1.561;0.121;33;8.8;0.00185;0.683;
CAN J INFORM LIB SCI;1195-096X;57;0.222;0.207;0.000;19;;0.00010;0.091;
CAN J OCCUP THER;0008-4174;586;0.908;;0.371;35;7.9;0.00060;;
CAN J POLIT SCI;0008-4239;364;0.450;0.497;0.000;27;>10.0;0.00107;0.301;
CAN J PSYCHIAT;0706-7437;3793;2.417;2.969;0.631;84;7.5;0.00830;0.946;
CAN J PUBLIC HEALTH;0008-4263;1918;1.021;1.387;0.097;72;7.4;0.00385;0.437;
CAN J SOCIOL;0318-6431;232;0.295;0.471;0.000;13;9.4;0.00043;0.232;
CAN MOD LANG REV;0008-4506;304;0.404;0.667;0.050;20;9.5;0.00072;0.335;
CAN PSYCHOL;0708-5591;709;1.540;1.976;0.781;32;>10.0;0.00175;0.757;
CAN PUBLIC ADMIN;0008-4840;126;0.392;0.331;0.037;27;9.8;0.00027;0.115;
CAN PUBLIC POL;0317-0861;257;0.382;0.538;0.083;24;9.1;0.00053;0.202;
CAN REV SOCIOL;1755-6171;215;0.412;0.616;0.000;17;>10.0;0.00046;0.290;
CAN STUD POPUL;0380-1489;54;0.147;;0.000;17;;0.00009;;
CANCER NURS;0162-220X;2176;1.792;2.395;0.200;75;8.4;0.00364;0.642;
CAREER DEV INT;1362-0436;473;1.014;;0.360;25;6.0;0.00121;;
CAREER DEV Q;0889-4019;531;0.965;1.096;0.167;24;9.5;0.00082;0.330;
CARTOGR GEOGR INF SC;1523-0406;334;0.830;;0.061;33;8.4;0.00057;;
CARTOGR J;0008-7041;210;0.590;0.727;0.103;29;8.2;0.00062;0.279;
CATHOL U LAW REV;0008-8390;129;0.333;0.274;0.000;31;>10.0;0.00038;0.127;
CENTRO J;1538-6279;13;0.000;0.009;0.000;15;;0.00001;0.006;
CEPAL REV;0251-2920;112;0.158;;0.100;30;8.4;0.00021;;
CES LID-ETHNOL CAS;0009-0794;31;0.094;;0.059;17;;0.00000;;
CESIFO ECON STUD;1610-241X;172;0.620;0.966;0.250;32;4.7;0.00123;0.570;
CESK PSYCHOL;0009-062X;78;0.087;0.111;0.000;42;;0.00002;0.005;
CHEM EDUC RES PRACT;1109-4028;299;0.855;;0.085;47;4.6;0.00075;;
CHILD ABUSE NEGLECT;0145-2134;5301;2.471;3.252;0.282;110;9.6;0.00764;0.953;
CHILD ABUSE REV;0952-9136;335;0.556;;1.192;26;6.8;0.00062;;
CHILD ADOL MENT H-UK;1475-357X;287;0.883;;0.032;31;5.7;0.00108;;
CHILD ADOL PSYCH CL;1056-4993;1422;2.598;3.008;0.269;52;5.0;0.00475;0.973;
CHILD CARE HLTH DEV;0305-1862;1834;1.201;1.922;0.410;100;5.9;0.00487;0.574;
CHILD DEV;0009-3920;19847;4.718;5.700;0.878;139;>10.0;0.02742;2.509;
CHILD DEV PERSPECT;1750-8592;286;1.559;1.823;1.075;53;2.7;0.00200;0.878;
CHILD FAM BEHAV THER;0731-7107;236;0.667;0.756;0.200;15;>10.0;0.00033;0.222;
CHILD FAM SOC WORK;1356-7500;534;0.933;;0.067;45;5.9;0.00125;;
CHILD GEOGR;1473-3285;427;1.158;;0.071;28;5.1;0.00157;;
CHILD HEALTH CARE;0273-9615;365;0.950;1.057;0.000;20;8.7;0.00070;0.358;
CHILD INDIC RES;1874-897X;71;0.958;1.000;0.103;39;;0.00033;0.272;
CHILD LANG TEACH THE;0265-6590;195;0.417;;0.043;23;8.9;0.00022;;
CHILD MALTREATMENT;1077-5595;1161;2.770;3.211;0.320;25;6.6;0.00293;1.051;
CHILD PSYCHIAT HUM D;0009-398X;792;1.934;2.031;0.125;48;5.9;0.00218;0.613;
CHILD SOC;0951-0605;503;0.730;;0.150;40;7.4;0.00121;;
CHILD WELFARE;0009-4021;750;0.589;0.904;;;>10.0;0.00098;0.235;
CHILD YOUTH CARE FOR;1053-1890;261;1.245;;0.467;30;6.0;0.00048;;
CHILD YOUTH SERV REV;0190-7409;2182;1.269;1.602;0.166;307;5.7;0.00426;0.345;
CHILDHOOD;0907-5682;578;1.100;1.471;0.273;33;7.9;0.00138;0.547;
CHIN J COMMUN;1754-4750;24;0.391;0.393;0.000;24;;0.00017;0.149;
CHIN J INT LAW;1540-1650;115;0.581;;0.143;28;4.0;0.00057;;
CHIN MANAG STUD;1750-614X;54;0.568;0.608;0.138;29;;0.00011;0.079;
CHINA AGR ECON REV;1756-137X;24;0.367;0.367;0.061;33;;0.00006;0.053;
CHINA ECON REV;1043-951X;721;0.941;1.362;0.180;50;6.9;0.00189;0.465;
CHINA INT J;0219-7472;33;0.182;;0.000;16;;0.00018;;
CHINA J;1324-9347;218;0.852;1.293;0.167;18;8.7;0.00072;0.676;
CHINA QUART;0305-7410;887;1.026;1.277;0.103;39;>10.0;0.00252;0.746;
CHINA REV;1680-2012;82;0.355;0.453;0.000;13;;0.00025;0.184;
CHINA WORLD ECON;1671-2234;159;0.519;0.606;0.143;42;4.0;0.00119;0.293;
CHINESE SOC ANTHROP;0009-4625;15;0.024;0.073;0.000;7;;0.00015;0.083;
CHUNGARA;0716-1182;217;0.342;0.528;0.344;32;7.9;0.00013;0.080;
CIENC SAUDE COLETIVA;1413-8123;1342;0.399;;0.062;448;5.3;0.00291;;
CIN-COMPUT INFORM NU;1538-2931;357;0.831;1.120;0.100;100;5.6;0.00094;0.307;
CIRC LINGUIST APL CO;1576-4737;4;0.071;;0.000;9;;0.00000;;
CITIES;0264-2751;702;1.143;1.420;0.263;57;7.1;0.00158;0.460;
CITIZENSHIP STUD;1362-1025;397;0.712;;0.068;59;5.7;0.00178;;
CITY COMMUNITY;1535-6841;238;1.095;;0.053;19;5.9;0.00106;;
CIV SZLE;1786-3341;17;0.137;;0.000;21;;0.00000;;
CLIM DEV;1756-5529;54;1.206;1.206;0.522;23;;0.00035;0.560;
CLIM POLICY;1469-3062;599;1.112;1.633;0.462;39;5.0;0.00252;0.609;
CLIN CHILD FAM PSYCH;1096-4037;1001;3.132;4.135;0.278;18;8.4;0.00210;1.545;
CLIN GERONTOLOGIST;0731-7115;412;0.727;;0.069;29;>10.0;0.00044;;
CLIN J ONCOL NURS;1092-1095;549;0.729;;0.187;75;4.2;0.00183;;
CLIN LINGUIST PHONET;0269-9206;698;0.636;0.820;0.091;77;7.6;0.00135;0.228;
CLIN NEUROPSYCHOL;1385-4046;1816;2.115;2.173;0.230;74;8.7;0.00332;0.578;
CLIN NURS RES;1054-7738;428;0.881;;0.074;27;8.8;0.00060;;
CLIN NURSE SPEC;0887-6274;303;0.810;0.958;0.125;24;6.5;0.00058;0.221;
CLIN PSYCHOL PSYCHOT;1063-3995;834;1.656;1.650;0.500;50;6.6;0.00199;0.507;
CLIN PSYCHOL REV;0272-7358;6710;7.071;8.392;0.682;110;7.0;0.01919;3.086;
CLIN PSYCHOL-SCI PR;0969-5893;1829;2.922;3.878;1.182;22;8.6;0.00299;1.418;
CLIN PSYCHOL-UK;1328-4207;77;0.517;;0.067;15;;0.00037;;
CLIN SOC WORK J;0091-1674;202;0.274;0.575;0.048;42;6.4;0.00061;0.199;
CLIOMETRICA;1863-2505;34;0.480;0.717;0.077;13;;0.00026;0.307;
CLOTH TEXT RES J;0887-302X;226;0.368;;0.045;22;>10.0;0.00021;;
COAST MANAGE;0892-0753;558;1.194;1.411;0.029;34;7.5;0.00120;0.415;
COGN BEHAV PRACT;1077-7229;710;1.325;1.376;1.854;48;6.2;0.00164;0.482;
COGN LINGUIST;0936-5907;551;1.000;1.624;0.250;28;7.8;0.00139;0.696;
COGN NEUROPSYCHOL;0264-3294;2442;2.134;3.136;1.188;16;8.8;0.00330;0.845;
COGN PROCESS;1612-4782;309;1.567;;0.118;34;4.2;0.00160;;
COGN SYST RES;1389-0417;228;1.173;1.128;0.129;31;5.4;0.00103;0.481;
COGNITION;0010-0277;9664;3.162;4.160;0.397;151;9.8;0.02598;1.938;
COGNITION EMOTION;0269-9931;3907;2.522;2.577;0.667;120;9.4;0.00837;1.071;
COGNITION INSTRUCT;0737-0008;1086;0.926;2.203;0.267;15;>10.0;0.00142;1.209;
COGNITIVE DEV;0885-2014;1354;1.727;2.250;0.143;28;>10.0;0.00317;1.030;
COGNITIVE PSYCHOL;0010-0285;5360;4.273;5.061;0.235;17;>10.0;0.00601;2.850;
COGNITIVE SCI;0364-0213;3061;2.376;2.996;0.544;57;>10.0;0.00775;1.618;
COGNITIVE THER RES;0147-5916;2725;1.330;1.989;0.222;63;>10.0;0.00356;0.691;
COLL RES LIBR;0010-0870;405;0.825;0.873;0.167;30;8.7;0.00109;0.380;
COLLEGIAN;1322-7696;184;0.898;;0.174;23;5.4;0.00043;;
COLLEGIUM ANTROPOL;0350-6134;1326;0.614;0.691;0.046;348;4.3;0.00281;0.118;

